stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,level_id,platform_code
vic:rail:SWL,Swan Hill Railway Station,-35.34111357,143.5623432,1,,1,,
vic:rail:TAR,Trafalgar Railway Station,-38.2072423,146.1547728,1,,1,,
vic:rail:TAT,Talbot Railway Station,-37.17289923,143.7056403,1,,1,,
vic:rail:TER,Terang Railway Station,-38.23621199,142.9114722,1,,1,,
vic:rail:TLN,Cobblebank Railway Station,-37.71254554,144.6041078,1,,1,,
vic:rail:TNT,Tarneit Railway Station,-37.83215468,144.6944876,1,,1,,
vic:rail:TOK,Tallarook Railway Station,-37.09233454,145.1029973,1,,1,,
vic:rail:TRN,Traralgon Railway Station,-38.19888494,146.5378821,1,,1,,
vic:rail:TYN,Tynong Railway Station,-38.08499626,145.6282343,1,,1,,
vic:rail:VTN,Violet Town Railway Station,-36.63881606,145.7159235,1,,1,,
vic:rail:WAN,Wallan Railway Station,-37.41653632,145.0053583,1,,1,,
vic:rail:WBL,Warrnambool Railway Station,-38.38501396,142.475545,1,,1,,
vic:rail:WDG,Wandong Railway Station,-37.3546771,145.0264154,1,,1,,
vic:rail:WED,Wendouree Railway Station,-37.53997217,143.8212108,1,,1,,
vic:rail:WGL,Warragul Railway Station,-38.16522418,145.9330853,1,,1,,
vic:rail:WGS,Watergardens Railway Station,-37.70111071,144.774181,1,,1,,
vic:rail:WIA,Winchelsea Railway Station,-38.24013506,143.9841339,1,,1,,
vic:rail:WNO,Woodend Railway Station,-37.35879859,144.5258901,1,,1,,
vic:rail:WOD,Wodonga Railway Station,-36.10584513,146.8712657,1,,1,,
vic:rail:WPP,Waurn Ponds Railway Station,-38.21580573,144.3068311,1,,1,,
vic:rail:WRT,Wangaratta Railway Station,-36.35515492,146.3170268,1,,1,,
vic:rail:WVL,Wyndham Vale Railway Station,-37.87252742,144.608357,1,,1,,
vic:rail:YON,Yarragon Railway Station,-38.20315754,146.0630628,1,,1,,
,,,,,,,,
20043,Southern Cross Station,-37.81838925,144.9520576,,vic:rail:SSS,1,Level 0,
20288,Ararat Station,-37.28220485,142.9369137,,vic:rail:ART,1,Level 0,
20335,North Shore Station,-38.09837714,144.3653214,,vic:rail:NSH,1,Level 0,
20600,Adelaide Station,-34.93816666,138.5813108,,sa:rail:ADE,1,Level 0,
20609,Murray Bridge Station,-35.11664396,139.2755541,,sa:rail:MUR,1,Level 0,
20614,Bordertown Station,-36.31055734,140.7776215,,sa:rail:BOR,1,Level 0,
20616,Nhill Station,-36.33222225,141.6538899,,vic:rail:NHL,1,Level 0,
20617,Dimboola Station,-36.45418003,142.0324644,,vic:rail:DIM,1,Level 0,
20618,Horsham Station,-36.70750142,142.2005555,,vic:rail:HRM,1,Level 0,
45918,Stawell Station,-37.05924027,142.7735382,,vic:rail:STL,1,Level 0,
sa:rail:ADE,Adelaide Railway Station,-34.93817407,138.5812883,1,,1,,
sa:rail:BOR,Bordertown Railway Station,-36.30860713,140.7738853,1,,1,,
sa:rail:MUR,Murray Bridge Railway Station,-35.11694136,139.2752852,1,,1,,
vic:rail:ART,Ararat Railway Station,-37.28224082,142.9369118,1,,1,,
vic:rail:DIM,Dimboola Railway Station,-36.45418003,142.0324644,1,,1,,
vic:rail:HRM,Horsham Railway Station,-36.70750142,142.2005555,1,,1,,
vic:rail:NHL,Nhill Railway Station,-36.33222225,141.6538899,1,,1,,
vic:rail:NSH,North Shore Railway Station,-38.09837714,144.3653214,1,,1,,
vic:rail:SSS,Southern Cross Railway Station,-37.8186631,144.9527771,1,,1,,
vic:rail:STL,Stawell Railway Station,-37.06000044,142.7738894,1,,1,,
,,,,,,,,
1100,Broadway/Glen Huntly Rd,-37.88211832,144.9822201,,,0,Level 0,
1109,Inkerman St/Barkly St,-37.8637296,144.9819374,,,0,Level 0,
1414,Bay St/New St,-37.90409768,144.9932775,,,0,Level 0,
14948,Moorabbin Station/Nepean Hwy,-37.93461459,145.0361966,,,0,Level 0,
20394,Head St/New St,-37.89178266,144.9956247,,,0,Level 0,
20400,North Brighton Station/Bay St,-37.90553659,145.0031675,,,0,Level 0,
20983,Southland Shopping Centre/Karen St ,-37.95816545,145.0531998,,,0,Level 0,
21218,Frankston Railway Station/Young St,-38.14221121,145.1259198,,,0,Level 0,
23173,Skybus Coach Terminal/Spencer St,-37.81627776,144.9519001,,,0,Level 0,
23175,Skybus Coach Terminal/Spencer St,-37.81646016,144.9525426,,,0,Level 0,
23183,Skybus Coach Terminal/Spencer St,-37.81604041,144.9517249,,,0,Level 0,
3245,Bay St/New St,-37.90391539,144.9931573,,,0,Level 0,
3633,North Brighton Station/Bay St,-37.90550906,145.0020764,,,0,Level 0,
3749,Head St/New St,-37.89173491,144.9954668,,,0,Level 0,
3752,Elsternwick Station/20 Horne St,-37.88511238,145.0002969,,,0,Level 0,
40272,Avalon Airport/Outside Terminal,-38.02635181,144.4734321,,,0,Level 0,
40284,Avalon Airport/Outside Terminal,-38.02635181,144.4734321,,,0,Level 0,
42273,Chelsea Railway Station/Station St,-38.05194011,145.1162127,,,0,Level 0,
45511,Melbourne Airport T1 Skybus/Arrival Dr,-37.66933128,144.8506809,,,0,Level 0,
45513,Melbourne Airport T3 Skybus/Arrival Dr,-37.67093605,144.8487413,,,0,Level 0,
48578,Melbourne Airport T4 Skybus/Service Rd,-37.67232219,144.8491434,,,0,Level 0,
48784,Quest/435-437 Nepean Hwy,-38.14234913,145.1215803,,,0,Level 0,
48786,389 Nepean Hwy,-38.05125946,145.1153526,,,0,Level 0,
48787,938 Nepean Hwy,-37.93675503,145.0370157,,,0,Level 0,
5184,Werribee RSL/Synnot St,-37.90120703,144.6642785,,,0,Level 0,
7183,Werribee RSL/Synnot St,-37.90134708,144.6645242,,,0,Level 0,
894,Elsternwick Station/Horne St,-37.88489601,145.0002914,,,0,Level 0,
901,Ormond Rd/Glen Huntly Rd,-37.8823217,144.9830445,,,0,Level 0,
910,Fawkner St/Barkly St,-37.86455283,144.9815967,,,0,Level 0,
9349,Rogers St/Balcombe Rd,-37.98172183,145.0690407,,,0,Level 0,
9629,Rogers St/Balcombe Rd,-37.98184043,145.0691287,,,0,Level 0,
,,,,,,,,
10117,Jordanville Station,-37.87376273,145.1124726,,vic:rail:JOR,1,Level 0,1
10920,Flagstaff Station,-37.81187992,144.9560428,,vic:rail:FGS,1,Level -2,1
10921,Flagstaff Station,-37.81172541,144.9559675,,vic:rail:FGS,1,Level -2,2
10922,Melbourne Central Station,-37.80997401,144.9625471,,vic:rail:MCE,1,Level -2,1
10923,Melbourne Central Station,-37.80986514,144.9625047,,vic:rail:MCE,1,Level -2,2
10924,Parliament Station,-37.81100921,144.9729235,,vic:rail:PAR,1,Level -2,1
11119,Belgrave Station,-37.9091367,145.3551881,,vic:rail:BEG,1,Level 0,1
11120,Belgrave Station,-37.90909987,145.3551321,,vic:rail:BEG,1,Level 0,2
11121,Tecoma Station,-37.90809018,145.3429042,,vic:rail:TCM,1,Level 0,1
11122,Upwey Station,-37.90371012,145.3314125,,vic:rail:UPW,1,Level 0,1
11123,Upwey Station,-37.90361053,145.3313807,,vic:rail:UPW,1,Level 0,2
11197,Alamein Station,-37.86818601,145.0797046,,vic:rail:ALM,1,Level 0,1
11198,Ashburton Station,-37.86193224,145.0813901,,vic:rail:ASH,1,Level 0,1
11199,Burwood Station,-37.85162801,145.0806117,,vic:rail:BWD,1,Level 0,2
11200,Burwood Station,-37.851744,145.0805405,,vic:rail:BWD,1,Level 0,1
11201,Hartwell Station,-37.84384815,145.0754836,,vic:rail:HWL,1,Level 0,2
11202,Hartwell Station,-37.84388325,145.0754259,,vic:rail:HWL,1,Level 0,1
11203,Willison Station,-37.83566968,145.0702419,,vic:rail:WSN,1,Level 0,1
11204,Willison Station,-37.83568036,145.0703439,,vic:rail:WSN,1,Level 0,2
11205,Riversdale Station,-37.83129806,145.06964,,vic:rail:RIV,1,Level 0,1
11206,Riversdale Station,-37.83162291,145.0696656,,vic:rail:RIV,1,Level 0,2
11207,Camberwell Station,-37.82668783,145.0583645,,vic:rail:CAM,1,Level -2,1
11208,Camberwell Station,-37.82659756,145.0583555,,vic:rail:CAM,1,Level -2,2
11209,Camberwell Station,-37.82651798,145.0584485,,vic:rail:CAM,1,Level -2,3
11210,Parliament Station,-37.81091306,144.9730965,,vic:rail:PAR,1,Level -2,2
11212,Flinders Street Station,-37.81851165,144.9648343,,vic:rail:FSS,1,Level 0,1
11213,Flinders Street Station,-37.81830668,144.9660101,,vic:rail:FSS,1,Level 0,2
11214,Flinders Street Station,-37.81822445,144.9664667,,vic:rail:FSS,1,Level 0,3
11215,Flinders Street Station,-37.81828907,144.9665558,,vic:rail:FSS,1,Level 0,4
11216,Flinders Street Station,-37.81832588,144.9666003,,vic:rail:FSS,1,Level 0,5
11217,Flinders Street Station,-37.81837661,144.9669283,,vic:rail:FSS,1,Level 0,6
11218,Flinders Street Station,-37.81849057,144.9667434,,vic:rail:FSS,1,Level 0,7
11219,Jordanville Station,-37.8737085,145.1124627,,vic:rail:JOR,1,Level 0,2
11220,Frankston Station,-38.1426818,145.1260447,,vic:rail:FKN,1,Level 0,1
11221,Frankston Station,-38.14270218,145.1261925,,vic:rail:FKN,1,Level 0,2
11222,Kananook Station,-38.12171555,145.1353302,,vic:rail:KAN,1,Level 0,1
11223,Kananook Station,-38.12171646,145.1353873,,vic:rail:KAN,1,Level 0,2
11224,Seaford Station,-38.10434442,145.1281651,,vic:rail:SEA,1,Level 0,1
11225,Seaford Station,-38.1044183,145.1282773,,vic:rail:SEA,1,Level 0,2
11226,Carrum Station,-38.07760641,145.1230443,,vic:rail:CAR,1,Level 0,1
11227,Carrum Station,-38.07759831,145.1231015,,vic:rail:CAR,1,Level 0,2
11228,Bonbeach Station,-38.06555519,145.1200582,,vic:rail:BON,1,Level -1,1
11229,Bonbeach Station,-38.06555701,145.1201721,,vic:rail:BON,1,Level -1,2
11230,Chelsea Station,-38.05320706,145.1165449,,vic:rail:CSA,1,Level -1,1
11231,Chelsea Station,-38.05315447,145.1166374,,vic:rail:CSA,1,Level -1,2
11232,Edithvale Station,-38.03628004,145.1073735,,vic:rail:EDI,1,Level -1,1
11233,Edithvale Station,-38.03629124,145.1075099,,vic:rail:EDI,1,Level -1,2
11234,Aspendale Station,-38.02683635,145.1018178,,vic:rail:ASP,1,Level 0,1
11235,Aspendale Station,-38.02678395,145.1019216,,vic:rail:ASP,1,Level 0,2
11236,Mordialloc Station,-38.00632554,145.0873472,,vic:rail:MOR,1,Level 0,1
11237,Mordialloc Station,-38.00641988,145.0876067,,vic:rail:MOR,1,Level 0,2
11238,Parkdale Station,-37.99290246,145.0760126,,vic:rail:PKD,1,Level 0,1
11239,Parkdale Station,-37.99283263,145.0761511,,vic:rail:PKD,1,Level 0,2
11240,Mentone Station,-37.98362356,145.0663152,,vic:rail:MEN,1,Level 0,1
11241,Mentone Station,-37.98357139,145.0664305,,vic:rail:MEN,1,Level 0,2
11242,Cheltenham Station,-37.96662137,145.0544676,,vic:rail:CTM,1,Level 0,2
11243,Cheltenham Station,-37.96662924,145.0543991,,vic:rail:CTM,1,Level 0,1
11244,Cheltenham Station,-37.96654199,145.0545722,,vic:rail:CTM,1,Level 0,3
11245,Upper Ferntree Gully Station,-37.89259619,145.3072931,,vic:rail:UFG,1,Level 0,1
11246,Upper Ferntree Gully Station,-37.89249448,145.3071135,,vic:rail:UFG,1,Level 0,2
